"name","nsmi_code","uuid","parent_uuid"
"Other Medical Benefits","1840599","9a0d8bcc-f40c-46c6-98e3-122072194550","f002d083-463c-4452-8702-6c33f340cac7"
"State Medical Benefits","1592600","b1fc2fd3-b658-4d54-9969-77c55ae00d43","f002d083-463c-4452-8702-6c33f340cac7"
"Mental Health Issues","1820000","973777b2-c242-43e8-903d-3e33d3dff8e3","e84ddb54-e948-4482-9577-49561d770304"
"Other  Discrimination","1840300","35255cdd-54e8-4ae6-abae-a17ae925fb83","e84ddb54-e948-4482-9577-49561d770304"
"Other Disability","1840099","9273f6a8-1675-4f1b-9e7a-e3184375321d","e84ddb54-e948-4482-9577-49561d770304"
"Rehabilitation Act","1840200","2691d72c-08f2-4855-ac4b-28da0ec70ce2","e84ddb54-e948-4482-9577-49561d770304"
"Services","1840600","53ad8f94-1c96-4a09-9567-b8624de97f65","e84ddb54-e948-4482-9577-49561d770304"
"Supplemental Security Income (SSI)","1750000","28485d4f-375c-41f3-a9dc-275ce901bffa","e84ddb54-e948-4482-9577-49561d770304"
"Disaster Relief","2051100","67fa6823-74fd-405a-a0cc-bd3731cd5bf8",""
"FEMA Benefits","2051110","924e71a0-d22a-4d7f-a5ed-b08d1fb06f2e","67fa6823-74fd-405a-a0cc-bd3731cd5bf8"
"Finding Missing Persons","2051120","008150a8-a1bf-4348-af8a-b7b240e30f3a","67fa6823-74fd-405a-a0cc-bd3731cd5bf8"
"Housing","2051170","23a0e1ac-6f4e-484e-8560-360bee34e36d","67fa6823-74fd-405a-a0cc-bd3731cd5bf8"
"Insurance Claims","2051150","45216ffa-77be-4d73-a603-2a95d71a84f9","67fa6823-74fd-405a-a0cc-bd3731cd5bf8"
"Other Disaster Relief","2051199","2ae76da9-8ef2-4bd1-b0b4-340c00e8605c","67fa6823-74fd-405a-a0cc-bd3731cd5bf8"
"Public Benefits","2051130","ff3ff0d3-6004-4a3a-8815-da5d939d682b","67fa6823-74fd-405a-a0cc-bd3731cd5bf8"
"Rebuilding","2051160","1a4eaca8-3393-48fc-b964-cb17594ec39b","67fa6823-74fd-405a-a0cc-bd3731cd5bf8"
"Replacing Lost Documents","2051140","28fdba57-687f-49e3-8dd5-2d5d7b6a5444","67fa6823-74fd-405a-a0cc-bd3731cd5bf8"
"Economic Development","2050000","0e25efce-40ee-4cd7-bfca-31c3c42e0f45",""
"Affordable Housing Development","1621600","85fab202-d89e-48ee-8744-18a278fbf1c6","0e25efce-40ee-4cd7-bfca-31c3c42e0f45"
"Arts & Entertainment","2051700","d49cadf8-9ae7-4a89-92da-e04edda81e67","0e25efce-40ee-4cd7-bfca-31c3c42e0f45"
"Agents & Managers","2051750","4b4aad2b-4412-4e55-8823-e578030239af","d49cadf8-9ae7-4a89-92da-e04edda81e67"
"Contracts","2051730","4650426e-f3c0-481d-a7f7-c6c7ce140998","d49cadf8-9ae7-4a89-92da-e04edda81e67"
"Employment","1290000","791fd701-692c-4c45-b865-65fe261d2e99",""
"Incorporation","2051710","c19effbe-a048-43ca-921b-9f7e746a612c","d49cadf8-9ae7-4a89-92da-e04edda81e67"
"Intellectual Property","2051740","c9698cf3-967c-4d16-99be-c85dc10d0f43","d49cadf8-9ae7-4a89-92da-e04edda81e67"
"Copyright","2051741","5d45218c-167c-4e44-8da5-db2c70cd7d37","c9698cf3-967c-4d16-99be-c85dc10d0f43"
"Other Intellectual Property","2051749","fa7b28bb-8df4-4348-8b87-af38272155a1","c9698cf3-967c-4d16-99be-c85dc10d0f43"
"Trademark/Patent","2051742","1c063283-0917-4591-9ef4-452fa1b6f29e","c9698cf3-967c-4d16-99be-c85dc10d0f43"
"Other Arts & Entertainment","2051799","7b706700-9c27-4cbe-b0ae-d5160eac65ca","d49cadf8-9ae7-4a89-92da-e04edda81e67"
"Tax Exemption","2051720","890bbdd4-ad61-49d2-9fd9-0f9c01dda319","d49cadf8-9ae7-4a89-92da-e04edda81e67"
"Taxes","2051760","fecf83e9-b2d3-4ba2-baba-d1c529c1e2e4","d49cadf8-9ae7-4a89-92da-e04edda81e67"
"Child Care","2050200","40128982-b493-419d-b691-f3de01cb781d","0e25efce-40ee-4cd7-bfca-31c3c42e0f45"
"Community Development Block Grants","2050300","34eb007a-305a-40b4-8283-a050e2068410","0e25efce-40ee-4cd7-bfca-31c3c42e0f45"
"Community Health Care","2051300","5240f17e-f719-456b-ad14-41e31d551726","0e25efce-40ee-4cd7-bfca-31c3c42e0f45"
"Community Organizations","2050500","2b65a4cc-d954-4aab-afb2-3ac45cd1844a","0e25efce-40ee-4cd7-bfca-31c3c42e0f45"
"Community Reinvestment Act","2050400","be7f2bde-8e4e-4311-880c-987a35c16d2b","0e25efce-40ee-4cd7-bfca-31c3c42e0f45"
"Contracts","2051000","cdfcea4d-ce11-45b7-99b1-5bfd8fd23a62","0e25efce-40ee-4cd7-bfca-31c3c42e0f45"
"Disaster Relief","2051100","4e13e064-9fa2-438e-b438-87d2ecaedeff","0e25efce-40ee-4cd7-bfca-31c3c42e0f45"
"Financial Literacy","1090300","fe360f95-125a-47af-acd3-f1273d1b6cbf","0e25efce-40ee-4cd7-bfca-31c3c42e0f45"
"Financing and Securities","2051200","21db2182-d351-4051-98a9-cd4ff4b778d5","0e25efce-40ee-4cd7-bfca-31c3c42e0f45"
"Job Creation/Business Development","2050700","cc08ce7b-2ee5-48e6-b846-97bd11c8dd1a","0e25efce-40ee-4cd7-bfca-31c3c42e0f45"
"Microenterprise","2051400","fc44ac29-c3d2-4a5e-b86a-c9de14990257","0e25efce-40ee-4cd7-bfca-31c3c42e0f45"
"Nonprofit Incorporation/Dissolution","1910100","729325e6-8aaa-4228-a5c7-9cb3e52ddd4a","0e25efce-40ee-4cd7-bfca-31c3c42e0f45"
"Other Economic Development","2050099","7d8b4624-cdf3-49d1-8aa6-c0781ed449f4","0e25efce-40ee-4cd7-bfca-31c3c42e0f45"
"Other Incorporation/Dissolution","2050900","59986acc-dee2-4eda-8b35-2eeb926f281f","0e25efce-40ee-4cd7-bfca-31c3c42e0f45"
"Real Estate","2051500","909afe9c-4652-4b9a-af7c-414927c52270","0e25efce-40ee-4cd7-bfca-31c3c42e0f45"
"Youth Services","2051600","c47dd653-7474-4bad-8062-8b01c68c81f1","0e25efce-40ee-4cd7-bfca-31c3c42e0f45"
"Zoning","1691200","ceb16f5f-1a44-4765-bf9c-649b86807ab0","0e25efce-40ee-4cd7-bfca-31c3c42e0f45"
"Bilingual","1140100","1b58c232-bfee-4e86-a535-24dbf4a23637","4167a0ed-6636-41eb-9aa1-c37fd2d4b0b5"
"Desegregation","1190200","c7305eab-4177-4056-8d01-f9d0cb76761b","4167a0ed-6636-41eb-9aa1-c37fd2d4b0b5"
"Discipline","1120000","17b2c29a-eeae-479a-8af4-59360af2f555","4167a0ed-6636-41eb-9aa1-c37fd2d4b0b5"
"Expulsion","1120100","e445490c-6653-471f-bf0b-1a463fb91a0c","17b2c29a-eeae-479a-8af4-59360af2f555"
"Other Discipline","1120199","0ec18479-d038-4351-bd31-215afb0cc85e","17b2c29a-eeae-479a-8af4-59360af2f555"
"Suspension","1120200","487cc427-9bc2-4694-85b0-d920d7d7d0d0","17b2c29a-eeae-479a-8af4-59360af2f555"
"Discrimination (IDEA)","1130100","98c4b7c0-9b67-4d86-94e3-2baaa596d776","4167a0ed-6636-41eb-9aa1-c37fd2d4b0b5"
"Exclusion from Activities","1140200","e5ab15f2-9fc5-4fb4-978a-05be60b1c9ab","4167a0ed-6636-41eb-9aa1-c37fd2d4b0b5"
"Fees","1190300","8d3a3987-beea-470d-bc17-0a310ed14a69","4167a0ed-6636-41eb-9aa1-c37fd2d4b0b5"
"Head Start Program","1190400","3dc7adf0-2869-4709-b89b-ca93c4cdca5c","4167a0ed-6636-41eb-9aa1-c37fd2d4b0b5"
"No Child Left Behind","1190500","31a453cd-0dae-499e-b88b-0e08155897a5","4167a0ed-6636-41eb-9aa1-c37fd2d4b0b5"
"Other Education","1190099","3f1bdd59-e177-4a72-9790-94e0c4b2ffbd","4167a0ed-6636-41eb-9aa1-c37fd2d4b0b5"
"Privacy","1190600","41618a09-31d5-4c38-9b7c-c19c5e5a4149","4167a0ed-6636-41eb-9aa1-c37fd2d4b0b5"
"Private Education/Vouchers","1190700","5fb19088-73cf-4cee-b05a-e01cd75f5c01","4167a0ed-6636-41eb-9aa1-c37fd2d4b0b5"
"Quality Education","1190800","118f81fe-1a9f-4628-a153-5cc1b28c0af6","4167a0ed-6636-41eb-9aa1-c37fd2d4b0b5"
"Records","1191000","b3e27ce8-8c54-4b7f-a0cd-46adbfc0d6ce","4167a0ed-6636-41eb-9aa1-c37fd2d4b0b5"
"Residency Requirements","1140300","e659ef31-6382-46b1-aae4-0228e547a8aa","4167a0ed-6636-41eb-9aa1-c37fd2d4b0b5"
"School Truancy","1191100","638c8b15-a2ca-4ab4-8451-0bd26f2c6aa9","4167a0ed-6636-41eb-9aa1-c37fd2d4b0b5"
"Special Education/Learning Disabilities","1130000","d8388ca4-7f04-45ec-8140-7d5964b90b61","4167a0ed-6636-41eb-9aa1-c37fd2d4b0b5"
"Student Financial Aid","1160100","b57b0530-9589-4bb3-8b6a-e7471b364e3a","4167a0ed-6636-41eb-9aa1-c37fd2d4b0b5"
"Default","1160110","86af954f-cfd3-4e73-93a3-f3cf8717b0a7","b57b0530-9589-4bb3-8b6a-e7471b364e3a"
"Fraud","1160120","14dcdbb9-fced-4f7f-bb49-1671f36ff58d","b57b0530-9589-4bb3-8b6a-e7471b364e3a"
"Loan Discharge","1160140","8fd455b3-3b40-44a9-a3b6-999061877fb1","b57b0530-9589-4bb3-8b6a-e7471b364e3a"
"Loan Forgiveness","1160130","b6d6ea2a-345e-44fd-8743-cfa114c76039","b57b0530-9589-4bb3-8b6a-e7471b364e3a"
"Other Student Loans","1160199","cc1511bb-af84-448d-8451-044cabe7c3c6","b57b0530-9589-4bb3-8b6a-e7471b364e3a"
"Testing","1140400","af3da1da-1044-4e2e-9526-e2aa484fe0ea","4167a0ed-6636-41eb-9aa1-c37fd2d4b0b5"
"Title I","1191200","6cc2e468-95ce-458e-9ff6-23cb2a236eae","4167a0ed-6636-41eb-9aa1-c37fd2d4b0b5"
"Title IX","1191300","837fea7d-e07f-4462-b955-fce0a54e36a6","4167a0ed-6636-41eb-9aa1-c37fd2d4b0b5"
"Vocational Education","1150000","1b0c300c-26aa-42ef-8108-7ae6a0c4d025","4167a0ed-6636-41eb-9aa1-c37fd2d4b0b5"
"Elections","2060000","306a683b-48f9-449b-8d6f-17d59e1a6c78",""
"Districting","2060100","fc4c6966-1e7f-461a-a0ee-fd7e48e5b402","306a683b-48f9-449b-8d6f-17d59e1a6c78"
"Other Elections","2060099","22d33fcb-a445-4d8f-99d3-02cbcfbc4638","306a683b-48f9-449b-8d6f-17d59e1a6c78"
"Voting Rights Act","2060200","3b03e500-a011-47e3-ab9f-afd5274ddd1d","306a683b-48f9-449b-8d6f-17d59e1a6c78"
"Voting Systems","2060300","a072d9e5-04e2-43dd-a0a8-79ff38ef99f7","306a683b-48f9-449b-8d6f-17d59e1a6c78"
"Affirmative Action","1210100","c2a62476-8b8d-4aec-a769-c514d2d03b53","791fd701-692c-4c45-b865-65fe261d2e99"
"Agricultural Worker Protection Act (AWPA)","1260100","f7c36144-cb18-4c23-b46f-6b45ce423542","791fd701-692c-4c45-b865-65fe261d2e99"
"COBRA","1591400","e6169637-0953-465d-bb37-c69b236511e3","791fd701-692c-4c45-b865-65fe261d2e99"
"Criminal Records","1290200","3441828e-c67a-4c5c-b9b0-251b30df001f","791fd701-692c-4c45-b865-65fe261d2e99"
"Expungement","1290201","83c73b55-cbfe-4bae-b238-d8d7a4fc4baa","3441828e-c67a-4c5c-b9b0-251b30df001f"
"Other Criminal Records","1290299","ec676fc9-c8c6-4d38-b72d-70ce0b601b27","3441828e-c67a-4c5c-b9b0-251b30df001f"
"Pardon","1290202","14d553b2-4677-4493-a6a4-e50386a3b886","3441828e-c67a-4c5c-b9b0-251b30df001f"
"Sealing","1290203","ea18fc74-f985-4265-bfd4-740207820205","3441828e-c67a-4c5c-b9b0-251b30df001f"
"Discrimination","1210500","3bd2ac87-5212-4e16-ac8a-f336eee51490","791fd701-692c-4c45-b865-65fe261d2e99"
"Age","1210505","8aaf5062-3ece-492b-989a-ab4829f2adb5","3bd2ac87-5212-4e16-ac8a-f336eee51490"
"Bona Fide Occupational Qualification","1210521","5d3c204b-f5df-4bd5-ab49-e4b3b414d713","3bd2ac87-5212-4e16-ac8a-f336eee51490"
"Disability","1840000","ecbfcd05-7e74-4680-87d4-642dafe923ea","3bd2ac87-5212-4e16-ac8a-f336eee51490"
"Disparate Impact","1210520","e9ec1491-0781-45bd-bab9-aa17e33f1b5f","3bd2ac87-5212-4e16-ac8a-f336eee51490"
"Ethnicity","1210501","928419c6-a98a-4064-8a46-130eb922f9cf","3bd2ac87-5212-4e16-ac8a-f336eee51490"
"Gender","1210503","f6dbe7c1-84be-4610-a4be-a5b41b5a81a6","3bd2ac87-5212-4e16-ac8a-f336eee51490"
"Marital Status","1210507","cd3300d7-c91c-4e64-a9ea-9bfd51882d75","3bd2ac87-5212-4e16-ac8a-f336eee51490"
"Other Employment Discrimination","1210599","d701d6e7-8b64-4ed5-bf57-80ff2d5e7519","3bd2ac87-5212-4e16-ac8a-f336eee51490"
"Race","1210502","524cf2b1-fa66-47ec-a1ea-f5126837d0f7","3bd2ac87-5212-4e16-ac8a-f336eee51490"
"Religion","1210504","95c9c0de-c899-4086-b3a5-0f3c7e86d651","3bd2ac87-5212-4e16-ac8a-f336eee51490"
"Sexual Harassment","1210508","3224f39c-e8f4-456b-885c-e119f164c8de","3bd2ac87-5212-4e16-ac8a-f336eee51490"
"Sexual Orientation","1210506","f4c6e230-48f0-497d-a296-1c83e742595e","3bd2ac87-5212-4e16-ac8a-f336eee51490"
"Discrimination Remedies","1210600","77118b78-720e-4022-8e18-67371667b867","791fd701-692c-4c45-b865-65fe261d2e99"
"Back Pay","1210601","71381ff0-ac2e-4c86-8652-3e32f6d9caff","77118b78-720e-4022-8e18-67371667b867"
"Compensatory Damages","1210602","c527cd65-ff38-4562-a7ba-17bb6b27080c","77118b78-720e-4022-8e18-67371667b867"
"Other Remedies","1210699","72936870-b8a9-472e-9ee9-4d5f3ac13a52","77118b78-720e-4022-8e18-67371667b867"
"Punitive Damages","1210603","057ad1c6-af71-4851-97f9-ee78966649e7","77118b78-720e-4022-8e18-67371667b867"
"Domestic Violence","1291700","138dea80-ed18-4f57-8fb5-eed76241d085","791fd701-692c-4c45-b865-65fe261d2e99"
"Drug and Alcohol Testing","1291800","2c9d182b-bf18-4336-98d6-f62937bbade9","791fd701-692c-4c45-b865-65fe261d2e99"
"Employment of Minors","1291650","efb9ea65-e572-4827-bfbd-6e06ad81d0c9","791fd701-692c-4c45-b865-65fe261d2e99"
"Employment Relationships","1210700","9f329f73-f4cc-4e46-a794-172bb68ae766","791fd701-692c-4c45-b865-65fe261d2e99"
"ERISA","1250300","624cb185-e3b9-4a4f-bd91-2fbbd22073a4","791fd701-692c-4c45-b865-65fe261d2e99"
"Fair Labor Standards Act","1220110","2640ca40-be94-414f-a371-b3b875fb764b","791fd701-692c-4c45-b865-65fe261d2e99"
"Family and Medical Leave Act","1250100","1073ec97-5e0f-4385-a1dc-52321b496ec7","791fd701-692c-4c45-b865-65fe261d2e99"
"Job Training","1291900","4ac96523-084a-456c-a281-d0d80c55e463","791fd701-692c-4c45-b865-65fe261d2e99"
"Labor Subcontracting","1290600","a15eb92e-2d09-4ad5-9c8e-bb40984b1eb0","791fd701-692c-4c45-b865-65fe261d2e99"
"Labor Unions","1291600","db56c753-893f-4f25-878c-9509bb847a22","791fd701-692c-4c45-b865-65fe261d2e99"
"Minimum Wage","1220200","5610dc9c-d0bb-46c8-ae98-86492f5d6968","791fd701-692c-4c45-b865-65fe261d2e99"
"Occupational Safety and Health","1290800","35140679-e84d-4eb4-9865-9d702726f984","791fd701-692c-4c45-b865-65fe261d2e99"
"Other Employment","1290099","61b65973-2b96-4ca2-9a55-d302a3b2464e","791fd701-692c-4c45-b865-65fe261d2e99"
"Pensions","1250200","e9498652-17f7-4369-b386-361c28c5a245","791fd701-692c-4c45-b865-65fe261d2e99"
"Eligibility","1250210","384a6641-7225-47a4-b5a9-198d0870b793","e9498652-17f7-4369-b386-361c28c5a245"
"Fiduciary Duty","1250220","9938655c-02f4-4aac-b7b8-d59d9d32e780","e9498652-17f7-4369-b386-361c28c5a245"
"Other Pensions","1250299","178c8d30-132f-44b0-99ca-026ab1be7ece","e9498652-17f7-4369-b386-361c28c5a245"
"Railroad Retirement","1250230","f9764eaa-597e-4172-8b8f-ec33e6a731bd","e9498652-17f7-4369-b386-361c28c5a245"
"Vesting","1250240","9c153e3d-c87d-4582-a407-1a10c8acade7","e9498652-17f7-4369-b386-361c28c5a245"
"Records","1291000","6a1856cb-be4a-415a-b02a-5dd8302c8805","791fd701-692c-4c45-b865-65fe261d2e99"
"Termination","1291500","d565018b-3aa8-4bf9-9217-6add2bd32096","791fd701-692c-4c45-b865-65fe261d2e99"
"Exceptions to At-Will Employment","1291501","1f49fc96-4aaf-4c2a-8584-a92da01e8d4a","d565018b-3aa8-4bf9-9217-6add2bd32096"
"Other Termination","1291599","43878154-b4b5-4090-9277-d160ac245539","d565018b-3aa8-4bf9-9217-6add2bd32096"
"Whistleblowers","1291502","c684d897-41f1-4b86-9dcf-6cb2e1977dd9","d565018b-3aa8-4bf9-9217-6add2bd32096"
"Tort Claims","1292400","de5e54bd-5e33-4c89-b18d-682554b463c5","791fd701-692c-4c45-b865-65fe261d2e99"
"Unemployment Compensation","1760000","7a948912-8afc-4e38-acbc-ed564a61e339","791fd701-692c-4c45-b865-65fe261d2e99"
"Unfair Labor Practices/Concerted Activity","1292100","592c292b-f1eb-4667-8eb9-ee06f7ebfead","791fd701-692c-4c45-b865-65fe261d2e99"
"Wage Claims","1220100","779c0f7c-00c4-41b3-b2af-d1f57802a749","791fd701-692c-4c45-b865-65fe261d2e99"
"Other Wage Claims","1220199","0572bb9b-2d28-4c30-8ab8-54d4177ca269","779c0f7c-00c4-41b3-b2af-d1f57802a749"
"Overtime","1220110","dd836ea0-ecce-42fd-bac6-15083c7c0476","779c0f7c-00c4-41b3-b2af-d1f57802a749"
"Prevailing Wage","1220120","339140ee-2601-4c08-ba26-097a1ae46d9d","779c0f7c-00c4-41b3-b2af-d1f57802a749"
"Workers Compensation","1291400","45275cce-854c-4d7e-8e39-c92fca6f9f14","791fd701-692c-4c45-b865-65fe261d2e99"
"Environmental Justice","2070000","c6460570-9e88-4743-9b1c-1f9ca5f3deba",""
"Air Pollution","2070100","66a62bd6-f8f3-4119-a0ff-a3d719f7c1cc","c6460570-9e88-4743-9b1c-1f9ca5f3deba"
"Environmental Protection","2070600","21104837-1322-4e0c-a423-f8af53f7ee29","c6460570-9e88-4743-9b1c-1f9ca5f3deba"
"Hazardous Waste","2070200","503a3f0f-2f91-4b94-9129-6dbfbe52c058","c6460570-9e88-4743-9b1c-1f9ca5f3deba"
"Lead Paint/Poisoning","1591500","7b995e6c-3bc8-4296-ae2b-0402ebe6820a","c6460570-9e88-4743-9b1c-1f9ca5f3deba"
"Other Environmental Justice","2070099","f21bf580-6096-4bfb-b11d-89203d3d3b95","c6460570-9e88-4743-9b1c-1f9ca5f3deba"
"Pesticides","2070400","d50abe7e-ede9-4e15-938e-80fccfff15dc","c6460570-9e88-4743-9b1c-1f9ca5f3deba"
"Water Pollution","2070500","6d8f043f-ab71-4cc9-a284-51b9a008cf19","c6460570-9e88-4743-9b1c-1f9ca5f3deba"
"Administrative Hearing Evidence","2080100","9bf5bbd4-3371-431a-b4c5-24e42cfa4031","ab705d6f-3b00-464a-8792-110739b0e856"
"Authentication and Identification","2080200","b7a2c5ec-cae1-492b-a010-83883de3ab10","ab705d6f-3b00-464a-8792-110739b0e856"
"Documentary Evidence","2080300","3ec06e47-d6a6-44f3-8883-aaeaf9a13331","ab705d6f-3b00-464a-8792-110739b0e856"
"Hearsay and Exceptions","2080400","41ea4ef4-50b5-4ab0-99ab-26b16c62db46","ab705d6f-3b00-464a-8792-110739b0e856"
"Impeachment","2080500","2645269e-70e2-44d9-b1fe-ebd9114e2cf3","ab705d6f-3b00-464a-8792-110739b0e856"
"Judicial Notice","2080600","cc6fad71-8d88-4e42-b492-2205cedd7214","ab705d6f-3b00-464a-8792-110739b0e856"
"Opinions and Expert Testimony","2080700","cc87a653-2507-41fb-b188-29bf3135f1db","ab705d6f-3b00-464a-8792-110739b0e856"
"Other Evidence","2080099","17288e8c-3cbf-44d2-b43a-70dc8b137c45","ab705d6f-3b00-464a-8792-110739b0e856"
"Privileges","2080800","b8f1f8dd-f06e-42c2-8fa4-30fa919ca87b","ab705d6f-3b00-464a-8792-110739b0e856"
"Relevancy and Materiality","2080900","b8e02d87-f089-44b8-88aa-5ccd93ad1d32","ab705d6f-3b00-464a-8792-110739b0e856"
"Family Law","1390000","5a149cd5-6645-4f38-9560-253aac81c41c",""
"Abuse & Neglect","1420100","0899a667-8d73-4b22-bc65-a2b7e0f1e27d","5a149cd5-6645-4f38-9560-253aac81c41c"
"Adoption","1300100","7ddb4631-b2a0-49e9-aa7e-085eba914145","5a149cd5-6645-4f38-9560-253aac81c41c"
"Contested","1300101","9e0d101d-c388-4cee-b1fe-24a55ef7c4b5","7ddb4631-b2a0-49e9-aa7e-085eba914145"
"Other Adoption","1300199","052b5119-ec2e-40f3-8baf-2f9c32a44c9f","7ddb4631-b2a0-49e9-aa7e-085eba914145"
"Uncontested","1300102","b9b8adda-197b-46d8-9089-c3316483b656","7ddb4631-b2a0-49e9-aa7e-085eba914145"
"Birth Certificate","1390100","13725c4c-b5e9-416f-b3fa-9a45be766327","5a149cd5-6645-4f38-9560-253aac81c41c"
"Child Care","1390300","9adccdef-baaf-4cae-9ffb-315d9bdbc2f8","5a149cd5-6645-4f38-9560-253aac81c41c"
"Child Support","1380100","bcc3d4d5-7caa-4a43-809c-3ae0d3f78409","5a149cd5-6645-4f38-9560-253aac81c41c"
"Custodial Parent Issues","1380600","eab3c4fa-ba12-41d1-b7e7-03db3f93ca26","bcc3d4d5-7caa-4a43-809c-3ae0d3f78409"
"Enforcement","1380300","f4be197f-cc94-4d01-828a-a623eea3967c","bcc3d4d5-7caa-4a43-809c-3ae0d3f78409"
"4-D","1380303","75bb7602-2aac-4a31-b02c-8315c01d7624","f4be197f-cc94-4d01-828a-a623eea3967c"
"Other Enforcement","1380399","fae2844b-9e06-406b-827c-d65acc8c55d9","f4be197f-cc94-4d01-828a-a623eea3967c"
"Private","1380301","08f63b9b-772f-43e2-81f6-59eb1d3898a9","f4be197f-cc94-4d01-828a-a623eea3967c"
"Tax Intercept","1380304","422ee66b-c28c-4b9d-9f65-732223bf3818","f4be197f-cc94-4d01-828a-a623eea3967c"
"URESA","1380302","a969bcd8-9995-4b60-a730-6d10785336cb","f4be197f-cc94-4d01-828a-a623eea3967c"
"Guidelines","1380400","034cc557-ddbb-463c-8b5f-2509015479c4","bcc3d4d5-7caa-4a43-809c-3ae0d3f78409"
"Modification","1380500","04b209f1-2adc-4311-bdb9-a6785b6fda11","bcc3d4d5-7caa-4a43-809c-3ae0d3f78409"
"Non Custodial Parent Issues","1380700","5bce47e8-4cec-4123-aa15-04a599cd21c5","bcc3d4d5-7caa-4a43-809c-3ae0d3f78409"
"Other Child Support","1380199","8ac50fa5-fc22-43c3-bf04-cf999f180199","bcc3d4d5-7caa-4a43-809c-3ae0d3f78409"
"Petition","1380200","2cd6121b-6b49-4a5e-a854-2fa8559b7e28","bcc3d4d5-7caa-4a43-809c-3ae0d3f78409"
"Community Property","1320100","f17696c1-78d2-438e-9b25-e5a768727555","5a149cd5-6645-4f38-9560-253aac81c41c"
"Custody","1310100","1d0565bf-0b63-48b8-95aa-73ce60c0f253","5a149cd5-6645-4f38-9560-253aac81c41c"
"Abduction","1310101","1fd2b9bf-fb8c-4d2e-9001-68d7f07ff1ac","1d0565bf-0b63-48b8-95aa-73ce60c0f253"
"Emergency","1310102","b721b71d-143d-465d-a947-dbc5ecdbcacb","1d0565bf-0b63-48b8-95aa-73ce60c0f253"
"Enforcement of Order","1310105","5e7aa21a-38b6-4528-b048-fb1082351e84","1d0565bf-0b63-48b8-95aa-73ce60c0f253"
"Jurisdiction/UCCJEA","1310106","8f4c3fbc-a4b4-4614-900f-5914a9915dc0","1d0565bf-0b63-48b8-95aa-73ce60c0f253"
"Competing Jurisdictions","1310107","d30d6627-2848-48c9-b9dc-6f7de6ecc644","8f4c3fbc-a4b4-4614-900f-5914a9915dc0"
"Emergency Jurisdiction","1310108","bd16bd0c-e456-4faa-83cc-c6c41f121538","8f4c3fbc-a4b4-4614-900f-5914a9915dc0"
"Other Jurisdiction/UCCJEA","1310109","a6857e87-77ec-41e6-8710-3364b25eb204","8f4c3fbc-a4b4-4614-900f-5914a9915dc0"
"Modification","1310104","4cf8b8ef-c9a6-4aae-85cb-3b9852cd70cc","1d0565bf-0b63-48b8-95aa-73ce60c0f253"
"Other Custody","1310199","c6b6abfd-70d0-4f05-b398-f1a49aa0f37e","1d0565bf-0b63-48b8-95aa-73ce60c0f253"
"Temporary","1310103","a56869eb-9490-4825-b5ff-1dc709d39628","1d0565bf-0b63-48b8-95aa-73ce60c0f253"
"Divorce/Separation/Annulment","1320200","4204bfda-04a4-434f-801f-4f10af8104dc","5a149cd5-6645-4f38-9560-253aac81c41c"
"Alimony/Spousal Support/Separate Maintenance","1320300","7b5055ec-ea5c-4bcc-a4f1-6f2e13329635","4204bfda-04a4-434f-801f-4f10af8104dc"
"Long-Term","1320301","8d847f0b-6849-4f9a-a4e7-508ec1ae45fd","7b5055ec-ea5c-4bcc-a4f1-6f2e13329635"
"Lump sum","1320304","b4fb7757-ca75-4f65-b7fc-424fa36a11f8","7b5055ec-ea5c-4bcc-a4f1-6f2e13329635"
"Other Alimony/Spousal Support/Separate Maintenance","1320399","2cd12f1a-0ca6-4278-ae71-fc29dc9e047e","7b5055ec-ea5c-4bcc-a4f1-6f2e13329635"
"QDRO","1320303","c75c26c3-8f88-4caa-ad41-31ef8fe70547","7b5055ec-ea5c-4bcc-a4f1-6f2e13329635"
"Short-Term","1320302","ade897a4-48a9-44f1-9ec7-8cb6bf20b1b4","7b5055ec-ea5c-4bcc-a4f1-6f2e13329635"
"Annulment","1320400","e7a60ff7-1e31-4f5f-98c7-5eb9e8985508","4204bfda-04a4-434f-801f-4f10af8104dc"
"Children's Issues","1310500","2975f0a0-b0ce-4bde-ac4b-26310d8fedde","4204bfda-04a4-434f-801f-4f10af8104dc"
"Best Interest of the Child","1310501","f688db76-7853-4c31-b264-e423ecbddb10","2975f0a0-b0ce-4bde-ac4b-26310d8fedde"
"Case Management Orders","1310503","22bf0e5c-5a7d-448f-95cf-231b97b2689c","2975f0a0-b0ce-4bde-ac4b-26310d8fedde"
"Other Children's Issues","1310599","470cfc2d-c213-44fa-a421-26420eb09eac","2975f0a0-b0ce-4bde-ac4b-26310d8fedde"
"Parental Rights & Responsibilities","1310502","ede7c8f6-bdc9-4acd-9bb1-f2439b84d29d","2975f0a0-b0ce-4bde-ac4b-26310d8fedde"
"Debt","1320531","067f3a29-15f0-42b9-a496-049b6a1b8e9a","4204bfda-04a4-434f-801f-4f10af8104dc"
"Divorce","1320500","6ccfa188-78ff-4607-b9b5-a3a82b3adf10","4204bfda-04a4-434f-801f-4f10af8104dc"
"Contested","1320502","2d577104-83d4-4ebb-aa66-3d29a1064ee5","6ccfa188-78ff-4607-b9b5-a3a82b3adf10"
