parent_url,parent_rfp_title,file_url,file_basename,file_media_base_name,media_label,field_tags,field_document_type,field_category,delta
https://www.courts.ca.gov/48238.htm,"PAO Room Block, RFP CRS-EG-380",https://www.courts.ca.gov/documents/CRS-EG-380-Attachment-4-Darfur-Contracting-ACT.doc,CRS-EG-380-Attachment-4-Darfur-Contracting-ACT.doc,Attachment 4 - Darfur Contracting Act Certification,"CRS-EG-380-Attachment-4-Darfur-Contracting-ACT.doc - PAO Room Block, RFP CRS-EG-380 - Attachment 4 - Darfur Contracting Act Certification",2022,Request (RFP) document,Request (RFP),
https://www.courts.ca.gov/48238.htm,"PAO Room Block, RFP CRS-EG-380",https://www.courts.ca.gov/documents/CRS-EG-380-Attachment-5-Technical-Cost-Proposal-ROOM-BLOCK-02-2022.docx,CRS-EG-380-Attachment-5-Technical-Cost-Proposal-ROOM-BLOCK-02-2022.docx,Attachment 5 - Submission Form for Technical & Cost Proposal,"CRS-EG-380-Attachment-5-Technical-Cost-Proposal-ROOM-BLOCK-02-2022.docx - PAO Room Block, RFP CRS-EG-380 - Attachment 5 - Submission Form for Technical & Cost Proposal",2022,Request (RFP) document,Request (RFP),
https://www.courts.ca.gov/48238.htm,"PAO Room Block, RFP CRS-EG-380",https://www.courts.ca.gov/documents/CRS-EG-380-Attachment-6-Conflict-of-Interest-Certification-form.docx,CRS-EG-380-Attachment-6-Conflict-of-Interest-Certification-form.docx,Attachment 6 - Conflict of Interest Certification Form,"CRS-EG-380-Attachment-6-Conflict-of-Interest-Certification-form.docx - PAO Room Block, RFP CRS-EG-380 - Attachment 6 - Conflict of Interest Certification Form",2022,Request (RFP) document,Request (RFP),
https://www.courts.ca.gov/48238.htm,"PAO Room Block, RFP CRS-EG-380",https://www.courts.ca.gov/documents/CRS-EG-380-Attachment-7-Covid-19-Duty-of-Care-Questionnaire.docx,CRS-EG-380-Attachment-7-Covid-19-Duty-of-Care-Questionnaire.docx,Attachment 7 - Covid-19-Duty of Care Questionnaire,"CRS-EG-380-Attachment-7-Covid-19-Duty-of-Care-Questionnaire.docx - PAO Room Block, RFP CRS-EG-380 - Attachment 7 - Covid-19-Duty of Care Questionnaire",2022,Request (RFP) document,Request (RFP),
https://www.courts.ca.gov/48238.htm,"PAO Room Block, RFP CRS-EG-380",https://www.courts.ca.gov/documents/CRS-EG-380-Intent-to-Award.pdf,CRS-EG-380-Intent-to-Award.pdf,Notice of Intent to Award,"CRS-EG-380-Intent-to-Award.pdf - PAO Room Block, RFP CRS-EG-380 - Notice of Intent to Award",2022,Request (RFP) document,Request (RFP),
https://www.courts.ca.gov/48238.htm,"PAO Room Block, RFP CRS-EG-380",https://www.courts.ca.gov/documents/CRS-EG-380-RFP-Hotel-ROOM-BLOCK.pdf,CRS-EG-380-RFP-Hotel-ROOM-BLOCK.pdf,Request for Proposal,"CRS-EG-380-RFP-Hotel-ROOM-BLOCK.pdf - PAO Room Block, RFP CRS-EG-380 - Request for Proposal",2022,Request (RFP) document,Request (RFP),
https://www.courts.ca.gov/48310.htm,"Cow County Institute Room Block, RFP-CRS-LK-379",https://www.courts.ca.gov/documents/CRS-LK-379-Attachment-1-Admin-Rules-Non-IT-Services.docx,CRS-LK-379-Attachment-1-Admin-Rules-Non-IT-Services.docx,Attachment 1 – Administrative Rules Governing RFPs,"CRS-LK-379-Attachment-1-Admin-Rules-Non-IT-Services.docx - Cow County Institute Room Block, RFP-CRS-LK-379 - Attachment 1 – Administrative Rules Governing RFPs",2022,Request (RFP) document,Request (RFP),
https://www.courts.ca.gov/48310.htm,"Cow County Institute Room Block, RFP-CRS-LK-379",https://www.courts.ca.gov/documents/CRS-LK-379-Attachment-2-Standard-Agreement-Sample.pdf,CRS-LK-379-Attachment-2-Standard-Agreement-Sample.pdf,Attachment 2 – Standard Agreement-Sample,"CRS-LK-379-Attachment-2-Standard-Agreement-Sample.pdf - Cow County Institute Room Block, RFP-CRS-LK-379 - Attachment 2 – Standard Agreement-Sample",2022,Request (RFP) document,Request (RFP),
https://www.courts.ca.gov/48310.htm,"Cow County Institute Room Block, RFP-CRS-LK-379",https://www.courts.ca.gov/documents/CRS-LK-379-Attachment-3-Vendors-Acceptance-of-the-RFPs-Contract-Terms.doc,CRS-LK-379-Attachment-3-Vendors-Acceptance-of-the-RFPs-Contract-Terms.doc,Attachment 3 – Vendors Acceptance of Terms and Conditions,"CRS-LK-379-Attachment-3-Vendors-Acceptance-of-the-RFPs-Contract-Terms.doc - Cow County Institute Room Block, RFP-CRS-LK-379 - Attachment 3 – Vendors Acceptance of Terms and Conditions",2022,Request (RFP) document,Request (RFP),
https://www.courts.ca.gov/48310.htm,"Cow County Institute Room Block, RFP-CRS-LK-379",https://www.courts.ca.gov/documents/CRS-LK-379-Attachment-4-Darfur-Contracting-ACT.doc,CRS-LK-379-Attachment-4-Darfur-Contracting-ACT.doc,Attachment 4 – Darfur Contracting Act Certification,"CRS-LK-379-Attachment-4-Darfur-Contracting-ACT.doc - Cow County Institute Room Block, RFP-CRS-LK-379 - Attachment 4 – Darfur Contracting Act Certification",2022,Request (RFP) document,Request (RFP),
https://www.courts.ca.gov/48310.htm,"Cow County Institute Room Block, RFP-CRS-LK-379",https://www.courts.ca.gov/documents/CRS-LK-379-Attachment-5-Technical-Cost-Proposal-ROOM-BLOCK-02-2022.docx,CRS-LK-379-Attachment-5-Technical-Cost-Proposal-ROOM-BLOCK-02-2022.docx,Attachment 5 – Submission Form for Technical and Cost Proposal,"CRS-LK-379-Attachment-5-Technical-Cost-Proposal-ROOM-BLOCK-02-2022.docx - Cow County Institute Room Block, RFP-CRS-LK-379 - Attachment 5 – Submission Form for Technical and Cost Proposal",2022,Request (RFP) document,Request (RFP),
https://www.courts.ca.gov/48310.htm,"Cow County Institute Room Block, RFP-CRS-LK-379",https://www.courts.ca.gov/documents/CRS-LK-379-Attachment-6-Conflict-of-Interest-Certification-form.docx,CRS-LK-379-Attachment-6-Conflict-of-Interest-Certification-form.docx,Attachment 6 – Conflict of Interest Certification Form,"CRS-LK-379-Attachment-6-Conflict-of-Interest-Certification-form.docx - Cow County Institute Room Block, RFP-CRS-LK-379 - Attachment 6 – Conflict of Interest Certification Form",2022,Request (RFP) document,Request (RFP),
https://www.courts.ca.gov/48310.htm,"Cow County Institute Room Block, RFP-CRS-LK-379",https://www.courts.ca.gov/documents/CRS-LK-379-Attachment-7-Covid-19-Duty-of-Care-Questionnaire.docx,CRS-LK-379-Attachment-7-Covid-19-Duty-of-Care-Questionnaire.docx,Attachment 7 – Covid-19 Duty of Care Questionnaire,"CRS-LK-379-Attachment-7-Covid-19-Duty-of-Care-Questionnaire.docx - Cow County Institute Room Block, RFP-CRS-LK-379 - Attachment 7 – Covid-19 Duty of Care Questionnaire",2022,Request (RFP) document,Request (RFP),
https://www.courts.ca.gov/48310.htm,"Cow County Institute Room Block, RFP-CRS-LK-379",https://www.courts.ca.gov/documents/CRS-LK-379-RFP-Cancellation.docx,CRS-LK-379-RFP-Cancellation.docx,Notice of Cancellation,"CRS-LK-379-RFP-Cancellation.docx - Cow County Institute Room Block, RFP-CRS-LK-379 - Notice of Cancellation",2022,Request (RFP) document,Request (RFP),
https://www.courts.ca.gov/48310.htm,"Cow County Institute Room Block, RFP-CRS-LK-379",https://www.courts.ca.gov/documents/CRS-LK-379-RFP-Hotel-ROOM-BLOCK-02-2022.pdf,CRS-LK-379-RFP-Hotel-ROOM-BLOCK-02-2022.pdf,Request for Proposal,"CRS-LK-379-RFP-Hotel-ROOM-BLOCK-02-2022.pdf - Cow County Institute Room Block, RFP-CRS-LK-379 - Request for Proposal",2022,Request (RFP) document,Request (RFP),
https://www.courts.ca.gov/48320.htm,"Judicial Council Chief Justice Meeting, RFP-CRS-EG-381",https://www.courts.ca.gov/documents/CRS-EG-381-Attachment-1-Admin-Rules-Non-IT-Services.pdf,CRS-EG-381-Attachment-1-Admin-Rules-Non-IT-Services.pdf,Attachment 1 – Administrative Rules Governing RFPs,"CRS-EG-381-Attachment-1-Admin-Rules-Non-IT-Services.pdf - Judicial Council Chief Justice Meeting, RFP-CRS-EG-381 - Attachment 1 – Administrative Rules Governing RFPs",2022,Request (RFP) document,Request (RFP),
https://www.courts.ca.gov/48320.htm,"Judicial Council Chief Justice Meeting, RFP-CRS-EG-381",https://www.courts.ca.gov/documents/CRS-EG-381-Attachment-2-JCC-Hotel-Agreement-Template.pdf,CRS-EG-381-Attachment-2-JCC-Hotel-Agreement-Template.pdf,Attachment 2 – Judicial Council of California Standard Terms and Conditions,"CRS-EG-381-Attachment-2-JCC-Hotel-Agreement-Template.pdf - Judicial Council Chief Justice Meeting, RFP-CRS-EG-381 - Attachment 2 – Judicial Council of California Standard Terms and Conditions",2022,Request (RFP) document,Request (RFP),
https://www.courts.ca.gov/48320.htm,"Judicial Council Chief Justice Meeting, RFP-CRS-EG-381",https://www.courts.ca.gov/documents/CRS-EG-381-Attachment-3-Vendors-Acceptance-of-the-RFPs-Contract-Terms.doc,CRS-EG-381-Attachment-3-Vendors-Acceptance-of-the-RFPs-Contract-Terms.doc,Attachment 3 – Vendor’s Acceptance of Terms and Conditions,"CRS-EG-381-Attachment-3-Vendors-Acceptance-of-the-RFPs-Contract-Terms.doc - Judicial Council Chief Justice Meeting, RFP-CRS-EG-381 - Attachment 3 – Vendor’s Acceptance of Terms and Conditions",2022,Request (RFP) document,Request (RFP),
https://www.courts.ca.gov/48320.htm,"Judicial Council Chief Justice Meeting, RFP-CRS-EG-381",https://www.courts.ca.gov/documents/CRS-EG-381-Attachment-4-Darfur-Contracting-ACT.doc,CRS-EG-381-Attachment-4-Darfur-Contracting-ACT.doc,Attachment 4 – Darfur Contracting Act Certification,"CRS-EG-381-Attachment-4-Darfur-Contracting-ACT.doc - Judicial Council Chief Justice Meeting, RFP-CRS-EG-381 - Attachment 4 – Darfur Contracting Act Certification",2022,Request (RFP) document,Request (RFP),
https://www.courts.ca.gov/48320.htm,"Judicial Council Chief Justice Meeting, RFP-CRS-EG-381",https://www.courts.ca.gov/documents/CRS-EG-381-Attachment-5-Technical-Cost-Proposal-FULL-SERVICE-02-2022.docx,CRS-EG-381-Attachment-5-Technical-Cost-Proposal-FULL-SERVICE-02-2022.docx,Attachment 5 – Submission Form for Technical & Cost Proposal,"CRS-EG-381-Attachment-5-Technical-Cost-Proposal-FULL-SERVICE-02-2022.docx - Judicial Council Chief Justice Meeting, RFP-CRS-EG-381 - Attachment 5 – Submission Form for Technical & Cost Proposal",2022,Request (RFP) document,Request (RFP),
https://www.courts.ca.gov/48320.htm,"Judicial Council Chief Justice Meeting, RFP-CRS-EG-381",https://www.courts.ca.gov/documents/CRS-EG-381-Attachment-6-Conflict-of-Interest-Certification-form.docx,CRS-EG-381-Attachment-6-Conflict-of-Interest-Certification-form.docx,Attachment 6 – Conflict of Interest Certification Form,"CRS-EG-381-Attachment-6-Conflict-of-Interest-Certification-form.docx - Judicial Council Chief Justice Meeting, RFP-CRS-EG-381 - Attachment 6 – Conflict of Interest Certification Form",2022,Request (RFP) document,Request (RFP),
https://www.courts.ca.gov/48320.htm,"Judicial Council Chief Justice Meeting, RFP-CRS-EG-381",https://www.courts.ca.gov/documents/CRS-EG-381-Attachment-RFP-Hotel.pdf,CRS-EG-381-Attachment-RFP-Hotel.pdf,Request for Proposal,"CRS-EG-381-Attachment-RFP-Hotel.pdf - Judicial Council Chief Justice Meeting, RFP-CRS-EG-381 - Request for Proposal",2022,Request (RFP) document,Request (RFP),
https://www.courts.ca.gov/48320.htm,"Judicial Council Chief Justice Meeting, RFP-CRS-EG-381",https://www.courts.ca.gov/documents/Intent-to-Award-CRS-381.pdf,Intent-to-Award-CRS-381.pdf,Intent to Award,"Intent-to-Award-CRS-381.pdf - Judicial Council Chief Justice Meeting, RFP-CRS-EG-381 - Intent to Award",2022,Request (RFP) document,Request (RFP),
https://www.courts.ca.gov/48322.htm,"Off-Site Data Storage, RFP-IT-2022-38A-DM",https://www.courts.ca.gov/documents/IT-2022-38A-DM-Attachment-1-Administrative-Rules.pdf,IT-2022-38A-DM-Attachment-1-Administrative-Rules.pdf,Attachment 1 – Administrative Rules Governing RFPs (Non-IT Goods and Services),"IT-2022-38A-DM-Attachment-1-Administrative-Rules.pdf - Off-Site Data Storage, RFP-IT-2022-38A-DM - Attachment 1 – Administrative Rules Governing RFPs (Non-IT Goods and Services)",2022,Request (RFP) document,Request (RFP),
https://www.courts.ca.gov/48322.htm,"Off-Site Data Storage, RFP-IT-2022-38A-DM",https://www.courts.ca.gov/documents/IT-2022-38A-DM-Attachment-2-JBCM-Standard-Agreement.docx,IT-2022-38A-DM-Attachment-2-JBCM-Standard-Agreement.docx,Attachment 2 – Judicial Council Standard Terms and Conditions,"IT-2022-38A-DM-Attachment-2-JBCM-Standard-Agreement.docx - Off-Site Data Storage, RFP-IT-2022-38A-DM - Attachment 2 – Judicial Council Standard Terms and Conditions",2022,Request (RFP) document,Request (RFP),
https://www.courts.ca.gov/48322.htm,"Off-Site Data Storage, RFP-IT-2022-38A-DM",https://www.courts.ca.gov/documents/IT-2022-38A-DM-Attachment-3-Acceptance-of-Terms-and-Conditions.docx,IT-2022-38A-DM-Attachment-3-Acceptance-of-Terms-and-Conditions.docx,Attachment 3 – Proposer’s Acceptance of Terms and Conditions,"IT-2022-38A-DM-Attachment-3-Acceptance-of-Terms-and-Conditions.docx - Off-Site Data Storage, RFP-IT-2022-38A-DM - Attachment 3 – Proposer’s Acceptance of Terms and Conditions",2022,Request (RFP) document,Request (RFP),
https://www.courts.ca.gov/48322.htm,"Off-Site Data Storage, RFP-IT-2022-38A-DM",https://www.courts.ca.gov/documents/IT-2022-38A-DM-Attachment-4-General-Certifications.docx,IT-2022-38A-DM-Attachment-4-General-Certifications.docx,Attachment 4 – General Certifications Form,"IT-2022-38A-DM-Attachment-4-General-Certifications.docx - Off-Site Data Storage, RFP-IT-2022-38A-DM - Attachment 4 – General Certifications Form",2022,Request (RFP) document,Request (RFP),
https://www.courts.ca.gov/48322.htm,"Off-Site Data Storage, RFP-IT-2022-38A-DM",https://www.courts.ca.gov/documents/IT-2022-38A-DM-Attachment-5-Darfur-Certification.docx,IT-2022-38A-DM-Attachment-5-Darfur-Certification.docx,Attachment 5 – Darfur Certification,"IT-2022-38A-DM-Attachment-5-Darfur-Certification.docx - Off-Site Data Storage, RFP-IT-2022-38A-DM - Attachment 5 – Darfur Certification",2022,Request (RFP) document,Request (RFP),
https://www.courts.ca.gov/48322.htm,"Off-Site Data Storage, RFP-IT-2022-38A-DM",https://www.courts.ca.gov/documents/IT-2022-38A-DM-Attachment-6A-STD204.pdf,IT-2022-38A-DM-Attachment-6A-STD204.pdf,Attachment 6A – Payee Data Record Form,"IT-2022-38A-DM-Attachment-6A-STD204.pdf - Off-Site Data Storage, RFP-IT-2022-38A-DM - Attachment 6A – Payee Data Record Form",2022,Request (RFP) document,Request (RFP),
https://www.courts.ca.gov/48322.htm,"Off-Site Data Storage, RFP-IT-2022-38A-DM",https://www.courts.ca.gov/documents/IT-2022-38A-DM-Attachment-6B-STD205.pdf,IT-2022-38A-DM-Attachment-6B-STD205.pdf,Attachment 6B – Payee Data Record Supplement (STD 205),"IT-2022-38A-DM-Attachment-6B-STD205.pdf - Off-Site Data Storage, RFP-IT-2022-38A-DM - Attachment 6B – Payee Data Record Supplement (STD 205)",2022,Request (RFP) document,Request (RFP),
https://www.courts.ca.gov/48322.htm,"Off-Site Data Storage, RFP-IT-2022-38A-DM",https://www.courts.ca.gov/documents/IT-2022-38A-DM-Attachment-7-UNRUH.docx,IT-2022-38A-DM-Attachment-7-UNRUH.docx,Attachment 7 – Unruh Certification Form,"IT-2022-38A-DM-Attachment-7-UNRUH.docx - Off-Site Data Storage, RFP-IT-2022-38A-DM - Attachment 7 – Unruh Certification Form",2022,Request (RFP) document,Request (RFP),
https://www.courts.ca.gov/48322.htm,"Off-Site Data Storage, RFP-IT-2022-38A-DM",https://www.courts.ca.gov/documents/IT-2022-38A-DM-Attachment-8-Bidder-Declaration.docx,IT-2022-38A-DM-Attachment-8-Bidder-Declaration.docx,Attachment 8 – Bidder Declaration,"IT-2022-38A-DM-Attachment-8-Bidder-Declaration.docx - Off-Site Data Storage, RFP-IT-2022-38A-DM - Attachment 8 – Bidder Declaration",2022,Request (RFP) document,Request (RFP),
https://www.courts.ca.gov/48322.htm,"Off-Site Data Storage, RFP-IT-2022-38A-DM",https://www.courts.ca.gov/documents/IT-2022-38A-DM-Attachment-9-DVBE-Declaration.docx,IT-2022-38A-DM-Attachment-9-DVBE-Declaration.docx,Attachment 9 – DVBE Declaration,"IT-2022-38A-DM-Attachment-9-DVBE-Declaration.docx - Off-Site Data Storage, RFP-IT-2022-38A-DM - Attachment 9 – DVBE Declaration",2022,Request (RFP) document,Request (RFP),
https://www.courts.ca.gov/48322.htm,"Off-Site Data Storage, RFP-IT-2022-38A-DM",https://www.courts.ca.gov/documents/IT-2022-38A-DM-Intent-To-Award.pdf,IT-2022-38A-DM-Intent-To-Award.pdf,Notice of Intent to Award,"IT-2022-38A-DM-Intent-To-Award.pdf - Off-Site Data Storage, RFP-IT-2022-38A-DM - Notice of Intent to Award",2022,Request (RFP) document,Request (RFP),
https://www.courts.ca.gov/48322.htm,"Off-Site Data Storage, RFP-IT-2022-38A-DM",https://www.courts.ca.gov/documents/RFP-IT-2022-38A-DM-Off-Site-Data-Storage.pdf,RFP-IT-2022-38A-DM-Off-Site-Data-Storage.pdf,Request for RFP,"RFP-IT-2022-38A-DM-Off-Site-Data-Storage.pdf - Off-Site Data Storage, RFP-IT-2022-38A-DM - Request for RFP",2022,Request (RFP) document,Request (RFP),
https://www.courts.ca.gov/48322.htm,"Off-Site Data Storage, RFP-IT-2022-38A-DM",https://www.courts.ca.gov/documents/RFP-IT-2022-38A-DM-QA.pdf,RFP-IT-2022-38A-DM-QA.pdf,Questions and Answers,"RFP-IT-2022-38A-DM-QA.pdf - Off-Site Data Storage, RFP-IT-2022-38A-DM - Questions and Answers",2022,Request (RFP) document,Request (RFP),
https://www.courts.ca.gov/48405.htm,"Payroll Services for the Judicial Council of California, BAP-22-125RB",https://www.courts.ca.gov/documents/BAP-22-125RB-Answers-to-Questions.pdf,BAP-22-125RB-Answers-to-Questions.pdf,Questions and Answers,"BAP-22-125RB-Answers-to-Questions.pdf - Payroll Services for the Judicial Council of California, BAP-22-125RB - Questions and Answers",2022,Request (RFP) document,Request (RFP),
https://www.courts.ca.gov/48405.htm,"Payroll Services for the Judicial Council of California, BAP-22-125RB",https://www.courts.ca.gov/documents/BAP-22-125RB-Attach-1-Admin-Rules.pdf,BAP-22-125RB-Attach-1-Admin-Rules.pdf,BAP-22-125RB-Attach-1-Administrative-Rules,"BAP-22-125RB-Attach-1-Admin-Rules.pdf - Payroll Services for the Judicial Council of California, BAP-22-125RB - BAP-22-125RB-Attach-1-Administrative-Rules",2022,Request (RFP) document,Request (RFP),
https://www.courts.ca.gov/48405.htm,"Payroll Services for the Judicial Council of California, BAP-22-125RB",https://www.courts.ca.gov/documents/BAP-22-125RB-Attach-2-Master-Agreement.pdf,BAP-22-125RB-Attach-2-Master-Agreement.pdf,BAP-22-125RB-Attach-2-Master-Agreement,"BAP-22-125RB-Attach-2-Master-Agreement.pdf - Payroll Services for the Judicial Council of California, BAP-22-125RB - BAP-22-125RB-Attach-2-Master-Agreement",2022,Request (RFP) document,Request (RFP),
https://www.courts.ca.gov/48405.htm,"Payroll Services for the Judicial Council of California, BAP-22-125RB",https://www.courts.ca.gov/documents/BAP-22-125RB-Attach-3-Accept-TCs.pdf,BAP-22-125RB-Attach-3-Accept-TCs.pdf,BAP-22-125RB-Attach-3-Acceptance-of-Terms-and-Conditions,"BAP-22-125RB-Attach-3-Accept-TCs.pdf - Payroll Services for the Judicial Council of California, BAP-22-125RB - BAP-22-125RB-Attach-3-Acceptance-of-Terms-and-Conditions",2022,Request (RFP) document,Request (RFP),
https://www.courts.ca.gov/48405.htm,"Payroll Services for the Judicial Council of California, BAP-22-125RB",https://www.courts.ca.gov/documents/BAP-22-125RB-Attach-4-Gen-Certs.pdf,BAP-22-125RB-Attach-4-Gen-Certs.pdf,BAP-22-125RB-Attach-4-General-Certifications,"BAP-22-125RB-Attach-4-Gen-Certs.pdf - Payroll Services for the Judicial Council of California, BAP-22-125RB - BAP-22-125RB-Attach-4-General-Certifications",2022,Request (RFP) document,Request (RFP),
https://www.courts.ca.gov/48405.htm,"Payroll Services for the Judicial Council of California, BAP-22-125RB",https://www.courts.ca.gov/documents/BAP-22-125RB-Attach-5-Small-Biz.pdf,BAP-22-125RB-Attach-5-Small-Biz.pdf,BAP-22-125RB-Attach-5-Small-Business-Certification,"BAP-22-125RB-Attach-5-Small-Biz.pdf - Payroll Services for the Judicial Council of California, BAP-22-125RB - BAP-22-125RB-Attach-5-Small-Business-Certification",2022,Request (RFP) document,Request (RFP),
https://www.courts.ca.gov/48405.htm,"Payroll Services for the Judicial Council of California, BAP-22-125RB",https://www.courts.ca.gov/documents/BAP-22-125RB-Attach-6-Payee-Data-Record.pdf,BAP-22-125RB-Attach-6-Payee-Data-Record.pdf,BAP-22-125RB-Attach-6-Payee-Data-Record,"BAP-22-125RB-Attach-6-Payee-Data-Record.pdf - Payroll Services for the Judicial Council of California, BAP-22-125RB - BAP-22-125RB-Attach-6-Payee-Data-Record",2022,Request (RFP) document,Request (RFP),
https://www.courts.ca.gov/48405.htm,"Payroll Services for the Judicial Council of California, BAP-22-125RB",https://www.courts.ca.gov/documents/BAP-22-125RB-Attach-7-Unruh.pdf,BAP-22-125RB-Attach-7-Unruh.pdf,BAP-22-125RB-Attach-7-Unruh-Certification,"BAP-22-125RB-Attach-7-Unruh.pdf - Payroll Services for the Judicial Council of California, BAP-22-125RB - BAP-22-125RB-Attach-7-Unruh-Certification",2022,Request (RFP) document,Request (RFP),
https://www.courts.ca.gov/48405.htm,"Payroll Services for the Judicial Council of California, BAP-22-125RB",https://www.courts.ca.gov/documents/BAP-22-125RB-Attach-8-Darfur.pdf,BAP-22-125RB-Attach-8-Darfur.pdf,BAP-22-125RB-Attach-8-Darfur-Contracting-Act,"BAP-22-125RB-Attach-8-Darfur.pdf - Payroll Services for the Judicial Council of California, BAP-22-125RB - BAP-22-125RB-Attach-8-Darfur-Contracting-Act",2022,Request (RFP) document,Request (RFP),
https://www.courts.ca.gov/48405.htm,"Payroll Services for the Judicial Council of California, BAP-22-125RB",https://www.courts.ca.gov/documents/BAP-22-125RB-RFP-Exhibit-4-Proposer-Response-Template.pdf,BAP-22-125RB-RFP-Exhibit-4-Proposer-Response-Template.pdf,BAP-22-125RB-RFP-Exhibit-4-Proposer-Response-Template,"BAP-22-125RB-RFP-Exhibit-4-Proposer-Response-Template.pdf - Payroll Services for the Judicial Council of California, BAP-22-125RB - BAP-22-125RB-RFP-Exhibit-4-Proposer-Response-Template",2022,Request (RFP) document,Request (RFP),
https://www.courts.ca.gov/48405.htm,"Payroll Services for the Judicial Council of California, BAP-22-125RB",https://www.courts.ca.gov/documents/BAP-22-125RB-RFP-Revision-1.pdf,BAP-22-125RB-RFP-Revision-1.pdf,Request for Proposal,"BAP-22-125RB-RFP-Revision-1.pdf - Payroll Services for the Judicial Council of California, BAP-22-125RB - Request for Proposal",2022,Request (RFP) document,Request (RFP),
https://www.courts.ca.gov/48425.htm,"Cow County Institute Room Block, RFP-CRS-LK-383",https://www.courts.ca.gov/documents/CRS-LK-383-Attachment-1-Admin-Rules-Non-IT-Services.docx,CRS-LK-383-Attachment-1-Admin-Rules-Non-IT-Services.docx,Attachment 1 - Administrative Rules Governing RFPs,"CRS-LK-383-Attachment-1-Admin-Rules-Non-IT-Services.docx - Cow County Institute Room Block, RFP-CRS-LK-383 - Attachment 1 - Administrative Rules Governing RFPs",2022,Request (RFP) document,Request (RFP),
https://www.courts.ca.gov/48425.htm,"Cow County Institute Room Block, RFP-CRS-LK-383",https://www.courts.ca.gov/documents/CRS-LK-383-Attachment-2-Standard-Agreement-Sample.pdf,CRS-LK-383-Attachment-2-Standard-Agreement-Sample.pdf,Attachment 2 – Standard Agreement-Sample,"CRS-LK-383-Attachment-2-Standard-Agreement-Sample.pdf - Cow County Institute Room Block, RFP-CRS-LK-383 - Attachment 2 – Standard Agreement-Sample",2022,Request (RFP) document,Request (RFP),
https://www.courts.ca.gov/48425.htm,"Cow County Institute Room Block, RFP-CRS-LK-383",https://www.courts.ca.gov/documents/CRS-LK-383-Attachment-3-Vendors-Acceptance-of-the-RFPs-Contract-Terms.doc,CRS-LK-383-Attachment-3-Vendors-Acceptance-of-the-RFPs-Contract-Terms.doc,Attachment 3 – Vendor’s Acceptance of Terms and Conditions,"CRS-LK-383-Attachment-3-Vendors-Acceptance-of-the-RFPs-Contract-Terms.doc - Cow County Institute Room Block, RFP-CRS-LK-383 - Attachment 3 – Vendor’s Acceptance of Terms and Conditions",2022,Request (RFP) document,Request (RFP),
https://www.courts.ca.gov/48425.htm,"Cow County Institute Room Block, RFP-CRS-LK-383",https://www.courts.ca.gov/documents/CRS-LK-383-Attachment-4-Darfur-Contracting-ACT.doc,CRS-LK-383-Attachment-4-Darfur-Contracting-ACT.doc,Attachment 4 - Darfur Contracting Act Certification,"CRS-LK-383-Attachment-4-Darfur-Contracting-ACT.doc - Cow County Institute Room Block, RFP-CRS-LK-383 - Attachment 4 - Darfur Contracting Act Certification",2022,Request (RFP) document,Request (RFP),
https://www.courts.ca.gov/48425.htm,"Cow County Institute Room Block, RFP-CRS-LK-383",https://www.courts.ca.gov/documents/CRS-LK-383-Attachment-5-Technical-Cost-Proposal-ROOM-BLOCK-02-2022.docx,CRS-LK-383-Attachment-5-Technical-Cost-Proposal-ROOM-BLOCK-02-2022.docx,Attachment 5 – Submission Form for Technical & Cost Proposal,"CRS-LK-383-Attachment-5-Technical-Cost-Proposal-ROOM-BLOCK-02-2022.docx - Cow County Institute Room Block, RFP-CRS-LK-383 - Attachment 5 – Submission Form for Technical & Cost Proposal",2022,Request (RFP) document,Request (RFP),
https://www.courts.ca.gov/48425.htm,"Cow County Institute Room Block, RFP-CRS-LK-383",https://www.courts.ca.gov/documents/CRS-LK-383-Attachment-6-Conflict-of-Interest-Certification-form.docx,CRS-LK-383-Attachment-6-Conflict-of-Interest-Certification-form.docx,Attachment 6 - Conflict of Interest Certification Form,"CRS-LK-383-Attachment-6-Conflict-of-Interest-Certification-form.docx - Cow County Institute Room Block, RFP-CRS-LK-383 - Attachment 6 - Conflict of Interest Certification Form",2022,Request (RFP) document,Request (RFP),
https://www.courts.ca.gov/48425.htm,"Cow County Institute Room Block, RFP-CRS-LK-383",https://www.courts.ca.gov/documents/CRS-LK-383-Attachment-7-Covid-19-Duty-of-Care-Questionnaire.docx,CRS-LK-383-Attachment-7-Covid-19-Duty-of-Care-Questionnaire.docx,Attachment 7 – Covid-19-Duty of Care Questionnaire,"CRS-LK-383-Attachment-7-Covid-19-Duty-of-Care-Questionnaire.docx - Cow County Institute Room Block, RFP-CRS-LK-383 - Attachment 7 – Covid-19-Duty of Care Questionnaire",2022,Request (RFP) document,Request (RFP),
https://www.courts.ca.gov/48425.htm,"Cow County Institute Room Block, RFP-CRS-LK-383",https://www.courts.ca.gov/documents/CRS-LK-383-Intent-to-Award.pdf,CRS-LK-383-Intent-to-Award.pdf,Notice of Intent to Award,"CRS-LK-383-Intent-to-Award.pdf - Cow County Institute Room Block, RFP-CRS-LK-383 - Notice of Intent to Award",2022,Request (RFP) document,Request (RFP),
